scouter,pathDrawer,eventCode,matchLevel,matchNumber,robot,teamNumber,Auto Location,Auto Action,Auto Amp Makes,Auto Amp Misses,Auto Speaker Scores,Auto Speaker Misses,Speaker Score,Speaker Misses,Scoring Location,Bumper Only Scoring,Amp Scores,Amp Misses,Notes Shuttled,Defense Played,Defense Location,Penalties,Stage Travel,Paths,Parked,Onstage,Chain Position,Trap,Damaged,Died or Immobilized,Note Stuck,comments,Drivetype
M.B,0.0,Columbus ,qm,44.0,r1,5188.0,insm,punz,0.0,,1.0,0.0,4.0,2.0,ne,0.0,0.0,1.0,0.0,0.0,n,0.0,rd,,1.0,a,mid,0.0,,0.0,0.0,,swv
JLD ,0.0,2024week0,qm,32.0,b1,3559.0,insas,no,0.0,,0.0,0.0,2.0,0.0,n,0.0,0.0,0.0,0.0,0.0,ao,0.0,n,,1.0,x,side,0.0,,0.0,0.0,,swv
CSC,0.0,2024week0,qm,50.0,r2,9453.0,bsss,sz,0.0,,0.0,0.0,0.0,1.0,ne,1.0,0.0,0.0,0.0,1.0,ao,0.0,n,,1.0,a,side,0.0,,0.0,0.0,,oth
AC,0.0,Columbus,qm,55.0,r2,1555.0,bsss,afsna,0.0,,0.0,0.0,2.0,2.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,1.0,x,side,0.0,,0.0,0.0,Broken shooter,swv
M.B,0.0,Columbus ,qm,35.0,b2,5188.0,insm,sz,0.0,,1.0,0.0,8.0,5.0,ne,1.0,0.0,0.0,0.0,0.0,n,0.0,bl,,0.0,x,side,0.0,,0.0,0.0,"Good, effective intake ",swv
JP,0.0,TEST_PLAINFIELD,qm,54.0,b3,234.0,insm,punz,0.0,,1.0,1.0,6.0,0.0,n,0.0,1.0,0.0,0.0,0.0,n,0.0,bl,,0.0,o,mid,0.0,0.0,0.0,0.0,,swv
JP,0.0,TEST_PLAINFIELD,qm,66.0,b3,234.0,insas,sz,0.0,,0.0,1.0,2.0,1.0,ne,0.0,0.0,0.0,0.0,0.0,oth,0.0,n,,1.0,x,n,0.0,0.0,0.0,0.0,started defending mid match,swv
JP,0.0,TEST_PLAINFIELD,qm,62.0,b1,234.0,insm,punz,0.0,,3.0,0.0,3.0,1.0,ne,0.0,0.0,1.0,0.0,0.0,n,0.0,rd,,0.0,x,n,0.0,0.0,0.0,0.0,,swv
JP,0.0,TEST_PLAINFIELD,qm,49.0,b2,234.0,insas,sz,0.0,,1.0,0.0,4.0,1.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,n,0.0,0.0,0.0,0.0,,swv
JP,0.0,TEST_PLAINFIELD,qm,45.0,b2,234.0,insas,afsna,0.0,,0.0,0.0,8.0,2.0,ne,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,n,0.0,0.0,0.0,0.0,Didn't try amp this time ,swv
JP,0.0,TEST_PLAINFIELD,qm,41.0,r2,234.0,insm,sz,0.0,,1.0,1.0,1.0,1.0,ne,0.0,2.0,0.0,0.0,0.0,n,0.0,n,,1.0,x,n,0.0,0.0,0.0,0.0,Got stuck in blue stages chains ,swv
JP,0.0,TEST_PLAINFIELD,qm,33.0,b1,234.0,insas,sz,0.0,,0.0,1.0,4.0,0.0,n,0.0,2.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,n,0.0,0.0,1.0,0.0,,swv
JP,0.0,TEST_PLAINFIELD,qm,24.0,r2,234.0,insas,puncl,0.0,,2.0,0.0,6.0,1.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,bh,,0.0,o,side,0.0,0.0,0.0,0.0,,swv
JP,0.0,TEST_PLAINFIELD,qm,21.0,r1,234.0,insm,punz,0.0,,2.0,0.0,5.0,1.0,ne,0.0,4.0,0.0,0.0,0.0,n,0.0,rd,,1.0,x,side,0.0,0.0,0.0,0.0,,swv
JP,0.0,TEST_PLAINFIELD,qm,15.0,b3,234.0,insm,sz,0.0,,0.0,1.0,5.0,1.0,ne,0.0,4.0,0.0,0.0,0.0,n,0.0,n,,0.0,o,mid,0.0,0.0,0.0,0.0,,swv
JP,0.0,TEST_PLAINFIELD,qm,10.0,r1,234.0,insm,no,0.0,,2.0,0.0,2.0,2.0,ne,0.0,1.0,0.0,0.0,0.0,n,0.0,rd,,0.0,h,side,0.0,0.0,0.0,0.0,,swv
JP,0.0,234Test_Plainfield,qm,1.0,r3,234.0,insm,punz,0.0,,5.0,0.0,7.0,0.0,n,0.0,2.0,0.0,0.0,0.0,n,0.0,n,,0.0,o,mid,0.0,0.0,0.0,0.0,,swv
JAM,0.0,2024week0,qm,18.0,b2,,insm,punz,0.0,,1.0,1.0,3.0,1.0,n,0.0,1.0,1.0,0.0,0.0,n,0.0,n,,0.0,o,side,0.0,,0.0,0.0,,swv
JAM,0.0,2024week3,qm,28.0,r1,6498.0,insm,punz,0.0,,2.0,0.0,0.0,0.0,n,0.0,4.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,side,0.0,,1.0,0.0,,swv
JAM,0.0,2024week3,qm,32.0,b2,6498.0,insm,punz,0.0,,1.0,0.0,1.0,0.0,n,0.0,1.0,1.0,0.0,0.0,n,0.0,n,,0.0,h,side,0.0,,0.0,0.0,,swv
JAM,0.0,2024week3,qm,36.0,b2,6498.0,bas,sz,0.0,,1.0,0.0,0.0,0.0,n,0.0,4.0,1.0,0.0,0.0,n,0.0,n,,0.0,x,side,0.0,,0.0,0.0,,swv
JAM,0.0,2024week3,qm,37.0,r3,6498.0,insas,punz,0.0,,1.0,0.0,3.0,0.0,ne,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,side,0.0,,0.0,0.0,,swv
JAM,0.0,2024week3,qm,37.0,r3,6498.0,insas,punz,0.0,,1.0,0.0,3.0,0.0,ne,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,side,0.0,,0.0,0.0,,swv
JAM,0.0,2024week3,qm,43.0,r3,6498.0,insas,punz,0.0,,1.0,0.0,3.0,0.0,ne,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,side,0.0,,0.0,0.0,,swv
JAM,0.0,2024week0,qm,46.0,b3,6498.0,insm,punz,0.0,,1.0,1.0,3.0,0.0,ne,1.0,3.0,0.0,0.0,0.0,n,0.0,n,,1.0,a,side,0.0,,0.0,0.0,,swv
JAM,0.0,2024week0,qm,55.0,r3,6498.0,insm,punz,0.0,,2.0,0.0,4.0,0.0,ne,0.0,2.0,1.0,0.0,0.0,n,0.0,n,,0.0,x,side,0.0,,0.0,0.0,,swv
JAM,0.0,2024week0,qm,59.0,b1,6498.0,insm,punz,0.0,,1.0,1.0,3.0,0.0,n,0.0,2.0,0.0,0.0,0.0,n,0.0,n,,1.0,x,side,0.0,,0.0,0.0,,swv
JAM,0.0,2024week3,qm,68.0,b1,6498.0,insm,punz,0.0,,2.0,0.0,1.0,2.0,ne,1.0,5.0,0.0,0.0,0.0,n,0.0,rd,,1.0,x,side,0.0,,0.0,0.0,,swv
JAM,0.0,2024week0,qm,70.0,b1,3890.0,bsss,no,0.0,,0.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,1.0,ao,0.0,n,,1.0,a,n,0.0,0.0,0.0,0.0,,swv
JAM,0.0,2024week4,qm,62.0,r2,3890.0,bsss,no,0.0,,0.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,0.0,ao,0.0,n,,0.0,x,n,0.0,0.0,0.0,0.0,,swv
JAM,0.0,2024week4,qm,56.0,r1,3890.0,bsss,no,0.0,,0.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,1.0,oth,0.0,n,,1.0,x,n,0.0,0.0,0.0,0.0,,swv
JAM,0.0,2024week4,qm,53.0,r1,3890.0,bsss,no,0.0,,0.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,0.0,ao,0.0,n,,1.0,x,n,0.0,0.0,0.0,0.0,,swv
JAM,0.0,2024week4,qm,38.0,r2,3890.0,bsss,no,0.0,,0.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,1.0,nos,0.0,n,,0.0,x,n,0.0,0.0,0.0,0.0,,swv
JAM,0.0,2024week0,qm,40.0,r3,4008.0,bsss,afsna,0.0,,0.0,0.0,0.0,1.0,n,0.0,0.0,0.0,0.0,1.0,nos,0.0,n,,1.0,x,n,0.0,0.0,0.0,0.0,,oth
JAM,0.0,2024week0,qm,43.0,b2,4008.0,bsss,afsna,0.0,,0.0,0.0,0.0,1.0,n,0.0,0.0,0.0,0.0,1.0,nos,0.0,n,,1.0,x,n,0.0,0.0,0.0,0.0,Pushable,oth
JAM,0.0,2024week0,qm,52.0,r1,4008.0,bsss,afsna,0.0,,0.0,0.0,0.0,1.0,n,0.0,0.0,0.0,0.0,1.0,nos,0.0,n,,0.0,x,n,0.0,0.0,1.0,0.0,,oth
JAM,0.0,2024week0,qm,57.0,b2,4008.0,bsss,afsna,0.0,,0.0,0.0,0.0,1.0,n,0.0,0.0,0.0,0.0,1.0,nos,0.0,n,,1.0,x,n,0.0,0.0,0.0,0.0,,oth
JAM,0.0,2024week0,qm,62.0,r3,4008.0,bsss,afsna,0.0,,0.0,0.0,0.0,1.0,n,0.0,0.0,0.0,0.0,1.0,oth,0.0,n,,1.0,x,n,0.0,0.0,0.0,0.0,,oth
JAM,0.0,2024week0,qm,65.0,b1,4008.0,bsss,afsna,0.0,,0.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,1.0,nos,0.0,n,,0.0,x,n,0.0,0.0,1.0,0.0,,oth
JAM,0.0,2024week0,qm,43.0,b2,3890.0,bas,afsna,0.0,,0.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,1.0,x,n,0.0,0.0,0.0,0.0,,swv
JAM,0.0,2024week0,f,1.0,r1,868.0,insm,puncl,0.0,,5.0,0.0,9.0,0.0,b,0.0,0.0,0.0,0.0,0.0,n,1.0,n,,1.0,o,mid,0.0,0.0,0.0,0.0,,swv
JAM,0.0,2024week0,sf,11.0,r1,868.0,insm,puncl,0.0,,4.0,1.0,7.0,0.0,b,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,n,0.0,0.0,1.0,0.0,,swv
M.B,0.0,Plainfield Event,qm,35.0,r3,4485.0,ifsas,afsna,0.0,,0.0,0.0,0.0,1.0,n,0.0,0.0,0.0,0.0,1.0,ao,0.0,bh,,0.0,a,mid,0.0,0.0,0.0,0.0,"just played defensive, didn't score at",
M.B,0.0,Plainfield ,qm,4.0,b2,4485.0,ifsas,afsna,0.0,,0.0,0.0,0.0,5.0,ne,0.0,0.0,0.0,0.0,1.0,sbs,0.0,bh,,0.0,x,side,0.0,0.0,0.0,0.0,"Weak shooter, notes seem to be squished i",
M.B,0.0,Plainfield ,qm,12.0,b3,4485.0,ifsas,afsna,0.0,,0.0,0.0,0.0,1.0,n,0.0,0.0,0.0,0.0,1.0,sbs,0.0,bh,,0.0,o,side,0.0,0.0,0.0,0.0,,swv
M.B,0.0,Plainfield ,qm,19.0,r2,4485.0,insm,afsna,0.0,,0.0,0.0,0.0,4.0,n,0.0,0.0,2.0,0.0,0.0,n,0.0,n,,0.0,a,mid,0.0,0.0,1.0,0.0,Notes slip out of robot before going up shoote,
M.B,0.0,Plainfield Event ,qm,25.0,b3,4485.0,ifsas,afsna,0.0,,0.0,0.0,0.0,1.0,n,0.0,0.0,0.0,0.0,1.0,sbs,0.0,n,,0.0,x,n,0.0,0.0,0.0,0.0,"Weak, inefficient shooter, this time ve",
M.B,0.0,Smoky Mountains Regional ,sf,4.0,b2,234.0,bas,o,0.0,,2.0,0.0,2.0,1.0,f,0.0,0.0,1.0,0.0,1.0,ao,0.0,bh,,1.0,a,side,0.0,,0.0,1.0,,oth
M.B,0.0,Plainfield Event,qm,35.0,r3,4485.0,ifsas,afsna,0.0,,0.0,0.0,0.0,1.0,n,0.0,0.0,0.0,0.0,1.0,ao,0.0,bh,,0.0,a,mid,0.0,0.0,0.0,0.0,"just played defensive, didn't score at",
JAM,0.0,2024week0,sf,7.0,b3,868.0,insm,puncl,0.0,,4.0,1.0,10.0,2.0,f,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,n,0.0,0.0,0.0,0.0,,swv
JP,0.0,TEST_PLAINFIELD,sf,4.0,b3,234.0,insm,no,0.0,,1.0,1.0,4.0,1.0,ne,0.0,0.0,0.0,0.0,0.0,n,0.0,rd,,1.0,x,n,0.0,0.0,0.0,0.0,,swv
CSC,0.0,2024week0,qm,4.0,r2,4909.0,insm,sz,0.0,,0.0,0.0,4.0,0.0,ne,1.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,o,mid,0.0,0.0,0.0,0.0,Climbed at 40 sec,swv
CSC,0.0,2024week0,qm,11.0,b2,1720.0,insas,sz,0.0,,1.0,0.0,1.0,1.0,ne,1.0,0.0,0.0,0.0,1.0,nos,0.0,n,,1.0,a,side,0.0,0.0,0.0,0.0,,swv
CSC,0.0,2024week0,qm,15.0,b2,1720.0,insas,sz,0.0,,0.0,0.0,0.0,0.0,ne,0.0,0.0,0.0,0.0,1.0,ao,0.0,n,,1.0,a,mid,0.0,0.0,0.0,0.0,,swv
CSC,0.0,2024week0,qm,18.0,r2,1720.0,insas,sz,0.0,,1.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,1.0,ao,0.0,n,,0.0,a,side,0.0,0.0,0.0,1.0,Bumped off of the chain,swv
CSC,0.0,2024week0,qm,23.0,r1,1720.0,insm,sz,0.0,,0.0,0.0,0.0,0.0,n,0.0,0.0,0.0,2.0,1.0,ao,0.0,n,,0.0,o,mid,0.0,0.0,0.0,0.0,Never able to shoot,swv
EAR,0.0,2024week2,f,2.0,b3,3452.0,bsss,sz,0.0,,1.0,0.0,4.0,0.0,n,1.0,0.0,0.0,0.0,0.0,n,0.0,n,,1.0,x,mid,0.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week2,f,1.0,b3,3452.0,bsss,sz,0.0,,0.0,1.0,7.0,3.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,bl,,1.0,x,n,0.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week2,sf,13.0,r1,3452.0,bsss,no,0.0,,1.0,0.0,7.0,1.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,bh,,1.0,x,n,0.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week2,sf,8.0,b3,3452.0,bsss,puncl,0.0,,1.0,0.0,7.0,0.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,bh,,0.0,x,n,0.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week2,sf,4.0,r1,3452.0,bsss,sz,0.0,,0.0,1.0,5.0,3.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,bh,,1.0,x,n,0.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week2,qm,76.0,b1,3452.0,insm,no,0.0,,1.0,2.0,10.0,2.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,bh,,1.0,x,n,0.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week2,qm,69.0,b3,3452.0,insm,no,0.0,,1.0,2.0,6.0,2.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,bh,,1.0,x,n,0.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week2,qm,58.0,r3,3452.0,bsss,no,0.0,,0.0,3.0,8.0,4.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,bh,,1.0,x,n,0.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week2,qm,53.0,r1,3452.0,bsss,no,0.0,,0.0,0.0,1.0,2.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,n,0.0,0.0,1.0,0.0,,swv
EAR,0.0,2024week2,qm,46.0,b2,3452.0,bas,no,0.0,,1.0,0.0,6.0,2.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,bh,,1.0,a,mid,0.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week2,qm,39.0,b2,3452.0,bas,no,0.0,,1.0,0.0,4.0,0.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,bh,,1.0,x,n,0.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week2,qm,35.0,r1,3452.0,insm,no,0.0,,0.0,1.0,9.0,1.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,bh,,1.0,x,n,0.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week2,qm,31.0,r2,3452.0,insas,no,0.0,,0.0,1.0,10.0,1.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,bh,,1.0,x,n,0.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week2,qm,24.0,b3,3452.0,insm,punz,0.0,,1.0,0.0,4.0,1.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,bh,,1.0,a,n,0.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week2,qm,17.0,r2,3452.0,bas,no,0.0,,0.0,1.0,3.0,1.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,bh,,0.0,x,n,0.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week2,qm,12.0,b3,3452.0,insm,no,0.0,,0.0,1.0,5.0,2.0,n,0.0,0.0,2.0,0.0,0.0,n,0.0,n,,1.0,x,n,0.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week2,qm,6.0,b1,3452.0,insm,no,0.0,,0.0,1.0,8.0,0.0,n,0.0,1.0,1.0,0.0,0.0,n,0.0,bh,,0.0,x,n,0.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week1,qm,26.0,r3,5402.0,bas,punz,0.0,,1.0,1.0,6.0,0.0,n,0.0,2.0,0.0,0.0,0.0,n,0.0,bh,,1.0,o,side,0.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week1,qm,26.0,r3,5402.0,bas,punz,0.0,,1.0,1.0,6.0,0.0,n,0.0,2.0,0.0,0.0,0.0,n,0.0,bh,,1.0,o,side,0.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week1,qm,18.0,b2,5402.0,bsss,sz,0.0,,1.0,0.0,1.0,0.0,n,0.0,2.0,0.0,0.0,0.0,n,0.0,bl,,0.0,x,n,0.0,0.0,1.0,0.0,,swv
EAR,0.0,2024week1,qm,14.0,b2,5402.0,bas,no,0.0,,0.0,2.0,4.0,2.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,bl,,0.0,o,mid,0.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week1,qm,6.0,r3,5402.0,bas,no,0.0,,0.0,1.0,0.0,0.0,n,0.0,0.0,0.0,0.0,1.0,nos,0.0,n,,1.0,o,mid,0.0,0.0,0.0,0.0,Great defense near source,swv
EAR,0.0,2024week1,qm,1.0,r3,5402.0,bas,no,0.0,,1.0,0.0,4.0,2.0,n,0.0,1.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,n,0.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week1,qm,46.0,r3,7657.0,insm,no,0.0,,2.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,0.0,nos,0.0,n,,1.0,a,side,0.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week1,sf,6.0,r3,7657.0,insm,no,0.0,,2.0,1.0,2.0,0.0,n,0.0,0.0,1.0,0.0,1.0,nos,0.0,n,,1.0,x,n,0.0,0.0,0.0,0.0,,swv
CSC,0.0,2024week0,qm,30.0,b1,1720.0,insas,sz,0.0,,1.0,0.0,7.0,2.0,ne,1.0,0.0,0.0,0.0,0.0,n,0.0,rd,,0.0,o,mid,0.0,0.0,0.0,0.0,,swv
JP,0.0,TEST_PLAINFIELD,qm,9.0,b3,234.0,insas,sz,0.0,,1.0,0.0,7.0,2.0,ne,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,1.0,x,n,0.0,0.0,0.0,0.0,,swv
CSC,0.0,2024week0,qm,37.0,r3,1720.0,insas,sz,0.0,,0.0,0.0,7.0,1.0,ne,1.0,0.0,0.0,0.0,0.0,n,0.0,bh,,0.0,o,mid,0.0,0.0,0.0,0.0,,swv
JAM,0.0,2024week0,sf,868.0,b3,2.0,insm,puncl,0.0,,4.0,1.0,7.0,5.0,b,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,n,0.0,0.0,1.0,0.0,,swv
JP,0.0,TEST_PLAINFIELD,sf,6.0,b3,234.0,insas,no,0.0,,0.0,0.0,8.0,1.0,ne,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,1.0,x,n,0.0,0.0,0.0,0.0,,swv
M.B,0.0,Plainfield ,sf,6.0,r1,4485.0,insas,afsna,0.0,,0.0,0.0,0.0,1.0,ne,0.0,0.0,0.0,0.0,1.0,sbs,0.0,bh,,0.0,x,n,0.0,0.0,0.0,0.0,Defensive alot,swv
SGG,0.0,Plainfield ,qm,5.0,r3,1747.0,insas,no,0.0,,1.0,0.0,0.0,0.0,n,0.0,5.0,0.0,0.0,0.0,n,0.0,rd,,1.0,a,side,0.0,0.0,0.0,0.0,Mainly an amp scorer.,swv
SGG,0.0,Plainfield ,qm,9.0,b3,1747.0,insas,no,0.0,,1.0,0.0,1.0,1.0,ne,0.0,3.0,0.0,0.0,0.0,n,0.0,n,,1.0,h,side,0.0,0.0,0.0,0.0,,swv
SGG,0.0,Plainfield ,qm,16.0,r1,1747.0,insm,sz,0.0,,1.0,0.0,9.0,0.0,ne,0.0,1.0,0.0,0.0,0.0,n,0.0,n,,1.0,o,mid,0.0,0.0,0.0,0.0,,swv
SGG,0.0,Plainfield ,qm,19.0,b2,1747.0,ifsas,sz,0.0,,1.0,0.0,8.0,1.0,ne,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,1.0,o,mid,0.0,0.0,0.0,0.0,,swv
SGG,0.0,Plainfield ,qm,28.0,r3,1747.0,bas,no,0.0,,1.0,0.0,4.0,1.0,ne,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,1.0,h,mid,0.0,0.0,0.0,0.0,Stayed still during auton,swv
SGG ,0.0,2024week0,qm,32.0,r1,1747.0,ifsas,sz,0.0,,0.0,1.0,10.0,0.0,ne,1.0,1.0,0.0,0.0,0.0,n,0.0,n,,1.0,o,side,0.0,0.0,0.0,0.0,,swv
SGG,0.0,Plainfield ,qm,39.0,b2,1747.0,insas,sz,0.0,,0.0,1.0,7.0,1.0,n,1.0,0.0,0.0,0.0,0.0,n,0.0,n,,1.0,o,mid,0.0,0.0,0.0,0.0,,swv
SGG,0.0,Plainfield ,qm,47.0,r2,1747.0,ifsas,no,0.0,,1.0,0.0,7.0,1.0,n,1.0,1.0,0.0,0.0,0.0,n,0.0,n,,1.0,o,side,0.0,0.0,0.0,0.0,,swv
CSC,0.0,2024week0,qm,45.0,b3,1720.0,insas,sz,0.0,,0.0,1.0,3.0,0.0,ne,1.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,o,mid,0.0,0.0,0.0,0.0,,swv
SGG,0.0,Plainfield ,qm,50.0,r1,1747.0,insas,sz,0.0,,0.0,1.0,5.0,0.0,ne,1.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,n,0.0,0.0,1.0,0.0,Died with a minute left in the match ,swv
CSC,0.0,2024week0,qm,49.0,r3,1720.0,ifsas,no,0.0,,0.0,1.0,0.0,0.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,1.0,x,side,0.0,0.0,1.0,0.0,Moved at the very end,swv
SGG ,0.0,Plainfield ,qm,58.0,b1,1747.0,insas,sz,0.0,,1.0,0.0,7.0,0.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,bh,,1.0,o,mid,0.0,0.0,0.0,0.0,,swv
M.B,0.0,Plainfield ,sf,3.0,b3,4485.0,insas,afsna,0.0,,0.0,0.0,0.0,1.0,n,0.0,0.0,0.0,0.0,1.0,ao,0.0,bh,,1.0,x,mid,0.0,0.0,0.0,0.0,Kind of parked ,swv
KS,0.0,test_COLUMBUS,sf,12.0,b3,8430.0,bsss,afsna,0.0,,0.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,1.0,sbs,0.0,n,,0.0,x,n,0.0,0.0,0.0,0.0,,oth
KS,0.0,test_COLUMBUS,sf,12.0,b3,8430.0,bsss,afsna,0.0,,0.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,1.0,sbs,0.0,n,,0.0,x,n,0.0,0.0,0.0,0.0,,oth
KS,0.0,test_COLUMBUS,qm,47.0,r2,8430.0,bas,afsna,0.0,,0.0,0.0,0.0,0.0,n,0.0,2.0,1.0,0.0,0.0,n,0.0,n,,1.0,a,side,0.0,0.0,0.0,0.0,Still drops notes easy,oth
KS,0.0,test_COLUMBUS,qm,41.0,r1,8430.0,ifsas,afsna,0.0,,0.0,0.0,0.0,0.0,n,0.0,3.0,0.0,0.0,0.0,oth,0.0,n,,1.0,x,n,0.0,0.0,0.0,1.0,,oth
KS,0.0,test_COLUMBUS,qm,37.0,b3,8430.0,ifsas,afsna,0.0,,0.0,0.0,0.0,0.0,n,0.0,7.0,0.0,0.0,0.0,n,0.0,n,,1.0,x,n,0.0,0.0,0.0,0.0,,oth
KS,0.0,test_COLUMBUS,qm,30.0,b3,8430.0,ifsas,afsna,0.0,,0.0,0.0,0.0,0.0,n,0.0,5.0,0.0,0.0,0.0,n,0.0,n,,1.0,x,n,0.0,0.0,0.0,0.0,,oth
KS,0.0,test_COLUMBUS,qm,16.0,b3,8430.0,bsss,afsna,0.0,,0.0,0.0,0.0,0.0,n,0.0,2.0,1.0,0.0,1.0,oth,0.0,n,,1.0,x,n,0.0,0.0,0.0,1.0,,oth
KS,0.0,2024week0,qm,1.0,b2,8430.0,bas,afsna,0.0,,0.0,0.0,0.0,0.0,n,0.0,2.0,1.0,0.0,0.0,n,0.0,n,,1.0,x,n,0.0,0.0,0.0,0.0,defended against ,oth
KS,0.0,2024week0,qm,7.0,b2,316.0,bsss,afsna,0.0,,0.0,0.0,0.0,0.0,n,0.0,3.0,0.0,0.0,0.0,n,0.0,n,,1.0,x,n,0.0,0.0,0.0,0.0,drops notes easily,oth
CSC,0.0,2024week0,qm,53.0,r1,1720.0,ifsas,o,0.0,,0.0,0.0,5.0,0.0,ne,1.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,o,mid,0.0,0.0,0.0,0.0,,swv
TP,0.0,TEST_COLOMBUS,qm,4.0,b3,5188.0,insm,sz,0.0,,0.0,1.0,2.0,0.0,b,0.0,0.0,0.0,0.0,0.0,n,1.0,bh,,0.0,x,n,0.0,0.0,0.0,0.0,Went for a shot in endgame and missed ,swv
TP,0.0,TEST_COLOMBUS,qm,16.0,r1,5188.0,insm,sz,0.0,,0.0,1.0,1.0,1.0,b,0.0,0.0,0.0,0.0,0.0,nos,0.0,bh,,1.0,x,n,0.0,0.0,0.0,1.0,"They moved out of opponents way on defense, con",
TP,0.0,TEST_COLOMBUS,qm,21.0,r3,5188.0,insm,sz,0.0,,0.0,1.0,2.0,2.0,ne,1.0,0.0,0.0,0.0,0.0,n,0.0,bh,,1.0,x,n,0.0,0.0,0.0,0.0,Driver looks very confused and is inaccurate fro,
