scouter,pathDrawer,eventCode,matchLevel,matchNumber,robot,teamNumber,Auto Location,Auto Action,Auto Amp Makes,Auto Amp Misses,Auto Speaker Scores,Auto Speaker Misses,Speaker Score,Speaker Misses,Scoring Location,Bumper Only Scoring,Amp Scores,Amp Misses,Notes Shuttled,Defense Played,Defense Location,Penalties,Stage Travel,Paths,Parked,Onstage,Chain Position,Trap,Damaged,Died or Immobilized,Note Stuck,comments,Drivetype
TP,0.0,TEST_COLOMBUS,qm,27.0,r3,5188.0,ifsas,no,0.0,,1.0,0.0,0.0,2.0,ne,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,1.0,x,n,0.0,0.0,1.0,1.0,"Confused, slow, clunky, inaccurate, bad reaction",
TP,0.0,TEST_COLOMBUS,qm,30.0,r1,5188.0,insas,no,0.0,,0.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,1.0,nos,0.0,bh,,1.0,x,n,0.0,0.0,0.0,0.0,"Didnt try to grab a note none pre-loaded, let ",
TP,0.0,TEST_COLOMBUS,sf,6.0,r1,5188.0,insas,sz,0.0,,1.0,0.0,3.0,0.0,ne,1.0,0.0,0.0,0.0,1.0,nos,0.0,n,,1.0,x,n,0.0,0.0,0.0,0.0,Looked improved from quals matches,swv
TP,0.0,TEST_COLOMBUS,sf,9.0,b3,5188.0,insas,no,0.0,,0.0,1.0,0.0,1.0,n,0.0,0.0,0.0,0.0,1.0,nos,0.0,n,,0.0,x,n,0.0,0.0,0.0,1.0,Underpowered shooter and pushed all the notes to,
LS,0.0,Columbus,qm,65.0,b1,4926.0,ifsas,punz,0.0,,1.0,0.0,3.0,1.0,b,0.0,2.0,0.0,0.0,0.0,n,0.0,bh,,0.0,x,n,0.0,0.0,0.0,0.0,,swv
LS,0.0,Columbus,qm,65.0,b1,4926.0,ifsas,punz,0.0,,1.0,0.0,3.0,1.0,b,0.0,2.0,0.0,0.0,0.0,n,0.0,bh,,0.0,x,n,0.0,0.0,0.0,0.0,,swv
CSC,0.0,2024week0,qm,58.0,b1,1720.0,insm,sz,0.0,,1.0,0.0,2.0,1.0,ne,1.0,0.0,1.0,0.0,1.0,ao,0.0,n,,0.0,o,mid,0.0,0.0,0.0,1.0,,swv
JAM,0.0,2024week0,qm,70.0,r2,868.0,insm,puncl,0.0,,3.0,1.0,6.0,0.0,b,0.0,1.0,0.0,0.0,0.0,n,0.0,n,,1.0,a,mid,0.0,0.0,0.0,0.0,Amp for blue,swv
M.B,0.0,"Misawaka, IN ",qm,3.0,r1,2197.0,insm,sz,0.0,,1.0,0.0,8.0,1.0,ne,0.0,0.0,0.0,0.0,0.0,n,0.0,bh,,0.0,a,n,0.0,0.0,0.0,0.0,Good shooter,swv
CSC,0.0,2024week0,qm,68.0,b3,1720.0,insas,sz,0.0,,1.0,0.0,3.0,1.0,ne,1.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,o,mid,0.0,0.0,0.0,0.0,,swv
JAM,0.0,2024week0,sf,1.0,b1,7454.0,insas,sz,0.0,,1.0,0.0,0.0,0.0,n,0.0,2.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,n,0.0,0.0,0.0,0.0,,swv
M.B,0.0,"Misawaka, IN",qm,11.0,b1,2197.0,insm,punz,0.0,,1.0,0.0,6.0,0.0,ne,0.0,0.0,0.0,0.0,0.0,n,0.0,bl,,1.0,x,mid,0.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week1,qm,40.0,b2,1501.0,insm,punz,0.0,,3.0,1.0,5.0,1.0,n,0.0,1.0,2.0,0.0,0.0,n,0.0,n,,0.0,o,mid,1.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week1,qm,46.0,r1,1501.0,insm,punz,0.0,,2.0,1.0,3.0,1.0,n,0.0,2.0,0.0,0.0,0.0,n,0.0,n,,0.0,o,mid,1.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week1,qm,52.0,b3,1501.0,insm,punz,0.0,,3.0,0.0,4.0,0.0,n,0.0,1.0,0.0,0.0,0.0,n,0.0,n,,0.0,o,mid,1.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week1,qm,56.0,b3,1501.0,insm,punz,0.0,,4.0,0.0,5.0,0.0,n,0.0,1.0,0.0,0.0,0.0,n,0.0,n,,0.0,o,mid,1.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week1,qm,60.0,r1,1501.0,insm,punz,0.0,,4.0,0.0,6.0,0.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,o,mid,0.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week1,qm,67.0,b2,1501.0,insm,afsna,0.0,,4.0,0.0,6.0,0.0,n,0.0,2.0,0.0,0.0,0.0,n,0.0,n,,0.0,o,mid,1.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week1,sf,2.0,r3,1501.0,insm,no,0.0,,2.0,0.0,2.0,0.0,n,0.0,4.0,0.0,0.0,0.0,n,0.0,n,,0.0,o,mid,1.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week1,sf,5.0,b1,1501.0,insm,punz,0.0,,4.0,0.0,4.0,0.0,n,0.0,3.0,2.0,0.0,0.0,n,0.0,n,,0.0,o,mid,1.0,0.0,0.0,0.0,,swv
EAR,0.0,2024week1,sf,10.0,b1,1501.0,insm,no,0.0,,4.0,0.0,5.0,0.0,n,0.0,4.0,0.0,0.0,0.0,n,0.0,n,,0.0,o,mid,0.0,0.0,0.0,0.0,,swv
JAM,0.0,2024week0,qm,63.0,b1,868.0,insm,puncl,0.0,,3.0,1.0,8.0,0.0,b,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,h,mid,0.0,0.0,0.0,0.0,,swv
JAM,0.0,2024week0,qm,55.0,r1,868.0,insm,puncl,0.0,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
M.B,0.0,Mishawaka ,qm,15.0,b2,2197.0,ifsas,sz,0.0,,0.0,1.0,4.0,3.0,ne,0.0,0.0,0.0,0.0,0.0,n,0.0,bh,,0.0,o,mid,0.0,0.0,0.0,0.0,,swv
SGG,0.0,Plainfield ,sf,1.0,b3,1747.0,insas,no,0.0,,0.0,0.0,6.0,2.0,ne,1.0,0.0,0.0,0.0,0.0,n,0.0,n,,1.0,o,mid,0.0,0.0,0.0,0.0,,swv
SGG,0.0,Plainfield ,qm,65.0,b2,1747.0,bas,no,0.0,,0.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,n,0.0,0.0,0.0,0.0,It wasn't there at all,swv
SGG,0.0,Plainfield ,qm,62.0,b3,1747.0,insas,sz,0.0,,1.0,0.0,3.0,0.0,n,1.0,0.0,0.0,0.0,0.0,n,0.0,n,,1.0,x,n,0.0,0.0,1.0,0.0,Died at 1:26 left of the match after a bot collisi,
M.B,0.0,Mishawaka ,qm,22.0,r2,2197.0,insm,sz,0.0,,0.0,0.0,3.0,1.0,ne,0.0,0.0,0.0,0.0,0.0,n,0.0,bh,,0.0,o,mid,0.0,0.0,0.0,0.0,,swv
SGG,0.0,Plainfield ,sf,1.0,b3,1747.0,insas,no,0.0,,0.0,0.0,6.0,2.0,ne,1.0,0.0,0.0,0.0,0.0,n,0.0,n,,1.0,o,mid,0.0,0.0,0.0,0.0,,swv
KS,0.0,test_COLUMBUS,sf,13.0,b3,8430.0,bsss,afsna,0.0,,0.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,1.0,sbs,0.0,n,,0.0,x,n,0.0,0.0,0.0,0.0,,oth
KS,0.0,test_COLUMBUS,f,1.0,b3,8430.0,bsss,afsna,0.0,,0.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,1.0,sbs,0.0,n,,0.0,x,n,0.0,0.0,0.0,0.0,,oth
KS,0.0,test_COLUMBUS,f,2.0,b3,8430.0,bsss,afsna,0.0,,0.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,1.0,sbs,0.0,n,,0.0,x,n,0.0,0.0,0.0,0.0,,oth
KS,0.0,test_COLUMBUS,f,3.0,b3,8430.0,bsss,afsna,0.0,,0.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,1.0,sbs,0.0,n,,0.0,x,n,0.0,0.0,0.0,0.0,,oth
SGG,0.0,Plainfield ,sf,9.0,r1,1747.0,insas,sz,0.0,,1.0,0.0,6.0,0.0,ne,1.0,0.0,0.0,0.0,0.0,n,0.0,n,,1.0,o,mid,0.0,0.0,0.0,0.0,,swv
SGG,0.0,Plainfield ,sf,12.0,b3,1747.0,insas,sz,0.0,,1.0,0.0,8.0,0.0,ne,1.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,n,0.0,0.0,0.0,0.0,,swv
SGG,0.0,Plainfield ,sf,13.0,b3,1747.0,insas,sz,0.0,,1.0,0.0,1.0,0.0,ne,1.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,n,0.0,0.0,1.0,0.0,Dies around 1:45 left after bot collision ,swv
LF,0.0,2024week0,qm,15.0,r1,5484.0,insm,o,0.0,,1.0,1.0,6.0,1.0,ne,1.0,0.0,0.0,0.0,0.0,n,0.0,n,,1.0,x,n,0.0,0.0,0.0,0.0,Had to eject a note at one point,swv
JAM,0.0,2024week0,sf,4.0,r2,5402.0,bas,afsna,0.0,,0.0,0.0,3.0,0.0,n,0.0,0.0,0.0,0.0,1.0,ao,0.0,n,,0.0,o,mid,0.0,0.0,0.0,0.0,,swv
SGG,0.0,Columbus ,qm,4.0,r2,1720.0,insm,sz,0.0,,1.0,0.0,4.0,0.0,ne,1.0,0.0,0.0,0.0,0.0,n,0.0,n,,1.0,o,mid,0.0,0.0,0.0,0.0,Climbed the chain with 48 seconds left of the match ,
LF,0.0,Green Country Regional 2024,qm,16.0,r3,5484.0,insm,sz,0.0,,0.0,1.0,5.0,2.0,n,1.0,0.0,0.0,0.0,0.0,n,0.0,bh,,0.0,x,n,0.0,0.0,1.0,1.0,Got stuck on top of a note,swv
BIF,1.0,2024week4,qm,2.0,r2,868.0,insas,no,0.0,,2.0,0.0,5.0,2.0,ne,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,o,mid,1.0,0.0,0.0,0.0,,swv
BIF,0.0,2024week4,qm,17.0,r1,868.0,ifsas,puncl,0.0,,3.0,0.0,0.0,0.0,n,0.0,4.0,0.0,1.0,0.0,n,0.0,n,,0.0,a,mid,0.0,0.0,0.0,0.0,only went for amp this game,swv
BIF,0.0,2024week4,qm,23.0,r3,868.0,insm,punz,0.0,,4.0,0.0,5.0,1.0,b,0.0,1.0,0.0,0.0,0.0,n,0.0,n,,1.0,x,n,0.0,0.0,0.0,0.0,,swv
BIF,0.0,2024week4,qm,28.0,r1,868.0,bsss,puncl,0.0,,1.0,0.0,3.0,1.0,b,0.0,3.0,0.0,0.0,0.0,n,0.0,n,,0.0,o,mid,0.0,0.0,0.0,0.0,,swv
BIF,0.0,2024week4,qm,32.0,b2,868.0,insm,punz,0.0,,4.0,0.0,4.0,0.0,b,0.0,3.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,n,0.0,1.0,1.0,0.0,Maybe damaged? stopped moving after running into src,
BIF,0.0,2024week4,qm,38.0,b2,868.0,bas,punz,0.0,,2.0,0.0,0.0,0.0,n,0.0,1.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,n,0.0,1.0,1.0,0.0,Robot kept losing connection and freezing on the fiel,
BIF,0.0,2024week4,qm,41.0,b3,868.0,insm,punz,0.0,,5.0,0.0,0.0,0.0,n,0.0,1.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,n,0.0,0.0,1.0,0.0,randomly starts dying,swv
BIF,0.0,2024week4,qm,49.0,b3,868.0,insm,punz,0.0,,5.0,0.0,0.0,0.0,n,0.0,5.0,1.0,0.0,0.0,n,0.0,n,,0.0,o,mid,1.0,0.0,0.0,0.0,,swv
BIF,0.0,2024week4,sf,2.0,b3,868.0,insm,punz,0.0,,4.0,1.0,7.0,4.0,b,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,n,0.0,0.0,1.0,0.0,"died towards the end, wasn't able to climb",swv
JAM,0.0,2024week0,sf,6.0,b2,5402.0,bas,punz,0.0,,3.0,0.0,8.0,0.0,b,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,o,side,0.0,0.0,0.0,0.0,,swv
AC,0.0,Columbus,qm,33.0,r1,4926.0,insm,no,0.0,,2.0,0.0,2.0,2.0,ne,0.0,2.0,1.0,0.0,0.0,n,0.0,n,,0.0,x,side,0.0,0.0,0.0,0.0,Not good drivers,swv
LF,0.0,Green Country Regional 2024,qm,67.0,r1,5484.0,insas,sz,0.0,,0.0,1.0,9.0,0.0,ne,1.0,0.0,0.0,0.0,0.0,n,0.0,bh,,1.0,x,n,0.0,0.0,0.0,0.0,,swv
M.B,0.0,P,qm,7.0,r3,4485.0,ifsas,afsna,0.0,,0.0,0.0,0.0,1.0,n,0.0,0.0,0.0,0.0,1.0,sbs,0.0,bh,,1.0,x,side,0.0,0.0,0.0,0.0,"They never attempt chain, they just park there ",s
M.B,0.0,Mishawaka ,qm,29.0,b1,2197.0,ifsas,no,0.0,,1.0,0.0,3.0,0.0,ne,0.0,0.0,0.0,0.0,1.0,nos,0.0,bl,,0.0,o,mid,0.0,0.0,0.0,0.0,,swv
M.B,0.0,Mishawaka ,qm,27.0,r3,2197.0,ifsas,no,0.0,,1.0,0.0,3.0,0.0,ne,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,o,mid,0.0,0.0,0.0,0.0,,swv
M.B,0.0,Plainfield Event,qm,67.0,r2,4485.0,insas,no,0.0,,0.0,1.0,0.0,1.0,n,0.0,0.0,0.0,0.0,1.0,nos,0.0,rd,,0.0,x,n,0.0,0.0,1.0,0.0,It froze for a good minute again. ,swv
M.B,0.0,Plainfield Event,qm,60.0,b1,4485.0,ifsas,no,0.0,,1.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,1.0,nos,0.0,rd,,0.0,x,n,0.0,0.0,1.0,0.0,It froze for a good minute. ,swv
M.B,0.0,Plainfield Event,qm,55.0,b1,4485.0,ifsas,afsna,0.0,,0.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,1.0,ao,0.0,bh,,1.0,x,n,0.0,0.0,0.0,0.0,,swv
M.B,0.0,Plainfield Event,qm,51.0,r1,4485.0,insas,afsna,0.0,,0.0,0.0,0.0,1.0,n,0.0,0.0,0.0,0.0,1.0,nos,0.0,bh,,1.0,x,n,0.0,0.0,0.0,0.0,Prevented opponents from getting to spe,
M.B,0.0,Plainfield Event,qm,41.0,b2,4485.0,insas,afsna,0.0,,0.0,0.0,1.0,0.0,n,0.0,0.0,0.0,0.0,1.0,ao,0.0,bh,,1.0,x,side,0.0,0.0,0.0,0.0,,swv
M.B,0.0,Plainfield Event,qm,44.0,r1,4485.0,bsss,afsna,0.0,,0.0,0.0,0.0,1.0,n,0.0,0.0,0.0,0.0,1.0,nos,0.0,bh,,1.0,x,n,0.0,0.0,0.0,0.0,"Auton: only backed away from speaker, no",
M.B,0.0,Plainfield Event,qm,41.0,b2,4485.0,insas,afsna,0.0,,0.0,0.0,1.0,0.0,n,0.0,0.0,0.0,0.0,1.0,ao,0.0,bh,,1.0,x,side,0.0,0.0,0.0,0.0,,swv
M.B,0.0,P,qm,7.0,r3,4485.0,ifsas,afsna,0.0,,0.0,0.0,0.0,1.0,n,0.0,0.0,0.0,0.0,1.0,sbs,0.0,bh,,1.0,x,side,0.0,0.0,0.0,0.0,"They never attempt chain, they just park there ",s
M.B,0.0,Plainfield ,qm,4.0,b2,4485.0,ifsas,afsna,0.0,,0.0,0.0,0.0,5.0,ne,0.0,0.0,0.0,0.0,1.0,sbs,0.0,bh,,0.0,x,side,0.0,0.0,0.0,0.0,"Weak shooter, notes seem to be squished i",
SEaw,0.0,2024week1,qm,2.0,b2,9554.0,ifsas,no,0.0,,0.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,1.0,ao,0.0,bh,,1.0,a,side,0.0,0.0,0.0,0.0,,swv
JAM,0.0,2024week0,sf,9.0,b2,5402.0,bas,punz,0.0,,2.0,1.0,3.0,2.0,ne,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,o,mid,0.0,0.0,0.0,0.0,,swv
LF,0.0,FIN District Columbus Event 2024,qm,35.0,b1,3559.0,bsss,sz,0.0,,0.0,0.0,2.0,1.0,n,1.0,0.0,0.0,0.0,0.0,n,0.0,bh,,1.0,x,n,0.0,0.0,0.0,0.0,,oth
AC,0.0,Columbus,sf,2.0,b3,6498.0,insm,no,0.0,,2.0,0.0,2.0,3.0,n,0.0,0.0,1.0,0.0,0.0,n,0.0,n,,0.0,o,side,0.0,0.0,0.0,0.0,,swv
LF,0.0,FIN District Columbus Event 2024,qm,61.0,r3,3559.0,bas,no,0.0,,0.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,side,0.0,0.0,1.0,0.0,Did not move at all,oth
SEW,0.0,2024week1,qm,3.0,b3,,bsss,no,0.0,,0.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,1.0,oth,0.0,bh,,0.0,x,n,0.0,0.0,1.0,0.0,,swv
BW,0.0,2024week3,qm,1.0,b1,8116.0,bsss,no,0.0,,0.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,n,0.0,0.0,1.0,0.0,Robot died and never moved,swv
AC,0.0,Columbus,sf,5.0,b3,6498.0,insm,no,0.0,,1.0,1.0,3.0,2.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,o,side,0.0,0.0,1.0,0.0,Note stuck In wheel temorarily,swv
JAM,0.0,2024week0,f,1.0,b1,2194.0,insm,punz,0.0,,2.0,0.0,3.0,0.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,bh,,1.0,x,n,0.0,0.0,0.0,0.0,,swv
SGG,0.0,Columbus ,qm,47.0,b3,8564.0,ifsas,sz,0.0,,0.0,1.0,0.0,0.0,n,0.0,0.0,0.0,0.0,1.0,sbs,0.0,n,,0.0,x,n,0.0,0.0,0.0,0.0,They only really did defense.,swv
LF,0.0,FIN District Columbus Event 2024,qm,52.0,b2,8564.0,bsss,no,0.0,,0.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,1.0,nos,1.0,n,,0.0,x,n,0.0,0.0,0.0,0.0,Just sat at source and defend,
BW,0.0,2024week3,qm,9.0,r1,8116.0,bsss,no,0.0,,0.0,0.0,0.0,2.0,n,0.0,0.0,0.0,0.0,0.0,n,1.0,bh,,0.0,x,n,0.0,0.0,0.0,0.0,Made penalty and missed a lot,swv
SEW,0.0,2024week1,qm,15.0,r1,9554.0,ifsas,no,0.0,,0.0,0.0,1.0,0.0,n,0.0,1.0,0.0,0.0,1.0,oth,0.0,bh,,1.0,o,side,0.0,0.0,1.0,0.0,,swv
M.B,0.0,Plainfield Event,qm,35.0,b3,3947.0,bsss,afsna,0.0,,0.0,0.0,2.0,1.0,ne,0.0,0.0,0.0,0.0,0.0,n,0.0,rd,,1.0,x,n,0.0,0.0,0.0,0.0,,swv
JAM,0.0,2024week0,f,2.0,b1,2197.0,insm,punz,0.0,,2.0,0.0,3.0,1.0,ne,0.0,0.0,0.0,0.0,0.0,n,0.0,bh,,0.0,x,n,0.0,0.0,0.0,0.0,,swv
BW,0.0,2024week3,qm,17.0,r2,8116.0,bsss,no,0.0,,0.0,0.0,7.0,1.0,ne,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,o,side,0.0,0.0,0.0,0.0,Got better at shooting,swv
M.B,0.0,Plainfield Event,qm,26.0,r1,3947.0,bsss,afsna,0.0,,0.0,0.0,3.0,1.0,ne,0.0,0.0,0.0,0.0,0.0,n,0.0,bh,,1.0,a,mid,0.0,0.0,0.0,0.0,,swv
BIF,0.0,2024week1,qm,2.0,b1,2909.0,insas,no,0.0,,0.0,0.0,0.0,1.0,ne,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,n,0.0,0.0,1.0,1.0,"no auto, immobilized for the beginning of teleop, sl",
SEW,0.0,2024week1,qm,20.0,r2,9554.0,ifsas,no,0.0,,0.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,1.0,nos,0.0,bl,,1.0,a,side,0.0,0.0,1.0,0.0,,swv
JAM,0.0,2024week0,qm,51.0,b1,2119.0,insm,punz,0.0,,2.0,0.0,4.0,0.0,ne,1.0,0.0,0.0,0.0,0.0,n,0.0,bh,,1.0,x,n,0.0,0.0,0.0,0.0,,swv
BIF,0.0,2024week1,qm,2.0,b1,2909.0,insas,no,0.0,,0.0,0.0,0.0,1.0,ne,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,n,0.0,0.0,1.0,1.0,"no auto, immobilized for the beginning of teleop, sl",
BIF,0.0,2024week1,qm,10.0,b3,2909.0,insm,no,0.0,,0.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,n,0.0,0.0,1.0,1.0,Think they us tank don't know for sure,oth
BIF,0.0,2024week1,qm,15.0,b3,2909.0,ifsas,no,0.0,,0.0,0.0,1.0,1.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,n,0.0,0.0,0.0,0.0,just moved around aimlessly,oth
BIF,0.0,2024week1,qm,23.0,r2,2909.0,insm,no,0.0,,0.0,0.0,0.0,2.0,ne,1.0,0.0,0.0,0.0,0.0,n,0.0,n,,1.0,x,n,0.0,0.0,0.0,0.0,slow tipsy bot but hopefully has improved,oth
BIF,0.0,2024week4,qm,8.0,b1,1501.0,insm,punz,0.0,,3.0,0.0,4.0,1.0,ne,0.0,4.0,0.0,0.0,0.0,n,0.0,n,,0.0,o,mid,0.0,0.0,0.0,0.0,,swv
BIF,0.0,2024week4,qm,9.0,r2,17.0,insm,punz,0.0,,3.0,0.0,4.0,0.0,n,0.0,2.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,mid,0.0,0.0,0.0,0.0,cycle time was either long or they were lining up sh,
BIF,0.0,2024week4,qm,20.0,r3,1501.0,insm,punz,0.0,,4.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,n,0.0,0.0,1.0,0.0,immediately after auton,swv
BIF,0.0,2024week4,qm,24.0,r3,1501.0,insm,punz,0.0,,5.0,0.0,6.0,0.0,ne,0.0,1.0,0.0,0.0,0.0,n,0.0,n,,0.0,o,mid,0.0,0.0,0.0,0.0,,swv
BIF,0.0,2024week4,qm,30.0,r2,1501.0,insm,punz,0.0,,4.0,0.0,3.0,0.0,ne,0.0,1.0,1.0,0.0,0.0,n,0.0,n,,0.0,o,mid,1.0,0.0,0.0,0.0,,swv
M.B,0.0,Plainfield Event,qm,53.0,b2,3947.0,bsss,afsna,0.0,,0.0,0.0,0.0,2.0,n,0.0,0.0,0.0,0.0,1.0,nos,0.0,bl,,1.0,a,n,0.0,0.0,0.0,0.0,,swv
SGG,0.0,Columbus ,qm,36.0,r1,9491.0,bsss,afsna,0.0,,0.0,0.0,0.0,1.0,ne,1.0,0.0,0.0,0.0,0.0,n,0.0,n,,1.0,a,side,0.0,0.0,0.0,0.0,Stayed near the stage only with 50 seconds lef,
LF,0.0,DIN District Columbus Event 2024,qm,47.0,b1,9491.0,bsss,sz,0.0,,0.0,0.0,2.0,1.0,ne,1.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,a,side,0.0,0.0,0.0,0.0,Shot at a weird angle and e,
AC,0.0,Plainfield,qm,9.0,r3,868.0,insm,no,0.0,,4.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,side,0.0,0.0,1.0,0.0,,swv
M.B,0.0,Plainfield Event,qm,57.0,r2,3947.0,insas,afsna,0.0,,0.0,0.0,1.0,1.0,ne,0.0,0.0,0.0,0.0,0.0,n,0.0,n,,0.0,o,mid,0.0,0.0,0.0,0.0,,swv
JAM,0.0,2024week0,qm,56.0,r3,2197.0,bas,punz,0.0,,2.0,0.0,5.0,0.0,ne,1.0,0.0,0.0,0.0,0.0,n,3.0,n,,0.0,x,n,0.0,0.0,0.0,0.0,Died in op stage,swv
SEW,0.0,2024week1,qm,25.0,r2,9554.0,insas,no,0.0,,0.0,0.0,0.0,1.0,n,0.0,0.0,0.0,0.0,1.0,ao,0.0,bh,,1.0,h,side,0.0,0.0,0.0,1.0,,swv
SGG,0.0,Columbus ,qm,42.0,b1,9491.0,bsss,afsna,0.0,,0.0,0.0,2.0,1.0,ne,1.0,0.0,0.0,0.0,0.0,n,0.0,n,,1.0,o,mid,0.0,0.0,0.0,0.0,,oth
M.B,0.0,Plainfield Event,qm,61.0,r3,3947.0,ifsas,afsna,0.0,,0.0,0.0,0.0,0.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,bh,,1.0,x,n,0.0,0.0,0.0,0.0,Just passed notes over to allies ,swv
AC,0.0,Mishawaka ,qm,28.0,r2,9554.0,insm,afsna,0.0,,0.0,0.0,0.0,0.0,n,0.0,4.0,0.0,0.0,0.0,n,0.0,n,,1.0,x,side,0.0,0.0,0.0,0.0,,swv
AC,0.0,Mishawaka ,qm,28.0,r2,9554.0,insm,afsna,0.0,,0.0,0.0,0.0,0.0,n,0.0,4.0,0.0,0.0,0.0,n,0.0,n,,1.0,x,side,0.0,0.0,0.0,0.0,,swv
M.B,0.0,Plainfield Event,qm,69.0,r1,3947.0,bsss,afsna,0.0,,0.0,0.0,0.0,1.0,n,0.0,0.0,0.0,0.0,0.0,n,0.0,bh,,0.0,x,n,0.0,0.0,0.0,0.0, mechanism used to get on chain is not eff,
BIF,0.0,2024week4,qm,9.0,r2,17.0,insm,punz,0.0,,3.0,0.0,4.0,0.0,n,0.0,2.0,0.0,0.0,0.0,n,0.0,n,,0.0,x,mid,0.0,0.0,0.0,0.0,cycle time was either long or they were lining up sh,
